Link,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%A8%D8%A7%D8%AA%D8%B1%D9%88%D9%84_%D8%A8%D9%84%D8%A7%D8%AA%D9%8A%D9%86%D9%8A%D9%88%D9%85_2014_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%81%D9%84/car-10432543,Nissan,Patrol,2014,Saudi,White,Full,5.6,Gas,Automatic,Used,106000,Dammam,135000,False
https://syarah.com/%D8%B4%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87_%D8%AA%D8%A7%D9%87%D9%88_LS_%D9%86%D8%B5_%D9%81%D9%84_2018/car-10452354,Chevrolet,Tahoe,2018,Other,Grey,Semi Full,5.3,Gas,Automatic,Used,176140,Riyadh,153000,False
https://syarah.com/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3_CLA_180_2020_%D8%A7%D9%84%D8%B4%D9%83%D9%84_%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF/car-10456612,Mercedes,CLA,2020,Other,White,Standard,,Gas,Automatic,Used,20000,Riyadh,235000,False
https://syarah.com/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3_E400_4matic_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2017_%D9%81%D9%84/car-10391795,Mercedes,E,2017,Saudi,Grey,Full,2.0,Gas,Automatic,Used,20600,Dammam,210000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D9%83%D8%B3%D9%86%D8%AA_GL_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2019_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-10427391,Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,Used,83000,Jeddah,37000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%83%D9%88%D8%B1%D9%88%D9%84%D8%A7_XLI_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_2018_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10325714,Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,Used,7702,Dammam,45000,False
https://syarah.com/%D9%85%D9%8A%D9%86%D9%8A_%D9%83%D9%88%D8%A8%D8%B1_%D8%A7%D8%B3_2016_%D8%AE%D9%84%D9%8A%D8%AC%D9%8A_%D9%81%D9%84/car-10451538,MINI,Copper,2016,Gulf Arabic,Grey,Full,2.0,Gas,Automatic,Used,110000,Dammam,83000,False
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%B5%D9%86%D9%8A_SV_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2017_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-10451034,Nissan,Sunny,2017,Saudi,White,Standard,1.5,Gas,Automatic,Used,58000,Al-Medina,24500,False
https://syarah.com/%D8%AC%D9%8A_%D8%A5%D9%85_%D8%B3%D9%8A_%D9%8A%D9%88%D9%83%D9%86_%D8%AF%D9%8A%D9%86%D8%A7%D9%84%D9%8A_2018_%D9%81%D9%84_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10439909,GMC,Yukon,2018,Saudi,White,Full,5.3,Gas,Automatic,Used,37000,Riyadh,Negotiable,True
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%A8%D8%A7%D8%AA%D8%B1%D9%88%D9%84_%D8%B1%D8%A8%D8%B9_2016_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10451892,Nissan,Patrol,2016,Saudi,White,Standard,4.8,Gas,Automatic,Used,93000,Jeddah,83000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%A8%D8%B1%D8%A7%D8%AF%D9%88_TXL_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_V6_%D9%86%D8%B5_%D9%81%D9%84_2021/car-10456064,Toyota,Prado,2021,Saudi,White,Semi Full,4.0,Gas,Automatic,Used,3000,Dammam,174000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D9%84%D9%86%D8%AA%D8%B1%D8%A7_GL_%D8%AF%D9%8A%D8%B2%D9%84_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_2017/car-10453134,Hyundai,Elantra,2018,Other,White,Standard,1.6,Diesel,Automatic,Used,83000,Riyadh,50000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7_%D8%B3%D9%8A%D9%81%D9%8A%D9%83_RS_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2017_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-10450010,Honda,Civic,2017,Saudi,Black,Standard,1.5,Gas,Automatic,Used,200000,Jeddah,38000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%81%D9%88%D8%B1%D8%AA%D8%B4%D9%86%D8%B1_2021_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%86%D8%B5_%D9%81%D9%84/car-10457396,Toyota,Furniture,2021,Saudi,White,Semi Full,2.4,Diesel,Automatic,Used,29000,Qassim,145000,False
https://syarah.com/%D9%84%D9%83%D8%B2%D8%B3_RX_350_BB_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2019_%D9%81%D9%84_%D8%A8%D8%A7%D9%86%D9%88%D8%B1%D8%A7%D9%85%D8%A7_%D8%AC%D8%A7%D8%B1%D8%A7%D9%84%D9%84%D9%87_%D8%A7%D9%84%D9%82%D8%AD%D8%B7%D8%A7%D9%86%D9%8A/car-10453150,Lexus,RX,2019,Saudi,Bronze,Full,3.5,Gas,Automatic,Used,129000,Jeddah,178000,False
https://syarah.com/%D9%84%D8%A7%D9%86%D8%AF_%D8%B1%D9%88%D9%81%D8%B1_%D8%B1%D9%86%D8%AC_%D8%B1%D9%88%D9%81%D8%B1_2014_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%81%D9%84_%D8%B3%D8%A8%D9%88%D8%B1%D8%AA/car-10424665,Land Rover,Range Rover,2014,Saudi,Black,Full,3.0,Gas,Automatic,Used,80000,Makkah,230000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%83%D8%A7%D9%85%D8%B1%D9%8A_2019_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%81%D9%84/car-10427067,Toyota,Camry,2019,Saudi,Red,Full,2.5,Gas,Automatic,Used,8000,Makkah,Negotiable,True
https://syarah.com/%D8%AC%D9%8A_%D8%A5%D9%85_%D8%B3%D9%8A_%D9%8A%D9%88%D9%83%D9%86_%D8%AF%D8%A8%D9%84_SLE_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2017/car-10455814,GMC,Yukon,2017,Saudi,Silver,Standard,5.3,Gas,Automatic,Used,137317,Dammam,130000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%A7%D9%81%D8%A7%D9%84%D9%88%D9%86_2008_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10444670,Toyota,Avalon,2008,Other,Red,Full,,Gas,Automatic,Used,169000,Riyadh,Negotiable,True
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%A8%D8%A7%D8%B5_%D8%A7%D9%88%D8%B1%D9%81%D8%A7%D9%86_2020_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10447466,Nissan,Bus Urvan,2020,Saudi,White,Standard,3.5,Gas,Manual,Used,27000,Riyadh,68000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%A7%D9%88%D8%B1%D9%8A%D9%88%D9%86_2015_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10452606,Toyota,Aurion,2015,Saudi,White,Semi Full,2.6,Gas,Automatic,Used,300,Jazan,50000,False
https://syarah.com/online/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%B5%D9%86%D9%8A_SV_2019_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-72912,Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,112963,Riyadh,27500,False
https://syarah.com/online/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D9%84%D9%86%D8%AA%D8%B1%D8%A7_GL_2019_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-72914,Hyundai,Elantra,2019,Saudi,Silver,Standard,1.6,Gas,Automatic,Used,108650,Riyadh,43000,False
https://syarah.com/online/%D8%B4%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87_%D9%85%D8%A7%D9%84%D9%8A%D8%A8%D9%88_LTZ_2013_%D9%86%D8%B5_%D9%81%D9%84/car-45975,Chevrolet,Malibu,2013,Saudi,Black,Semi Full,3.0,Gas,Automatic,Used,122455,Riyadh,36000,False
https://syarah.com/online/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%B5%D9%86%D9%8A_SV_2019_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-72496,Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,93762,Riyadh,26800,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%B1%D8%A7%D9%81_%D9%81%D9%88%D8%B1_2020_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10430881,Toyota,Rav4,2020,Gulf Arabic,White,Full,2.5,Gas,Automatic,Used,15000,Dammam,111000,False
https://syarah.com/%D9%85%D8%A7%D8%B2%D8%AF%D8%A7_CX9_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2019_%D9%81%D9%84/car-10448450,Mazda,CX9,2019,Saudi,Another Color,Full,2.5,Gas,Automatic,Used,89000,Riyadh,99000,False
https://syarah.com/%D9%81%D9%88%D8%B1%D8%AF_%D8%A7%D9%83%D8%B3%D8%A8%D8%AF%D8%B4%D9%86_2013_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10404723,Ford,Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,Used,348000,Riyadh,50000,False
https://syarah.com/%D8%AC%D9%8A_%D8%A7%D9%85_%D8%B3%D9%8A_%D9%8A%D9%88%D9%83%D9%86_2008_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%81%D9%84/car-10456040,GMC,Yukon,2008,Saudi,Golden,Full,5.3,Gas,Automatic,Used,286000,Riyadh,48000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%83%D8%A7%D9%85%D8%B1%D9%8A_2020_%D9%87%D8%A7%D9%8A%D8%A8%D8%B1%D8%AF_%D8%A7%D8%B3%D8%AA%D9%86%D8%AF%D8%B1_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10413205,Toyota,Camry,2020,Saudi,Silver,Standard,2.5,Hybrid,Automatic,Used,46000,Riyadh,75000,False
https://syarah.com/%D9%84%D9%83%D8%B2%D8%B3_ES350_%D8%AE%D9%84%D9%8A%D8%AC%D9%8A_2015_%D9%81%D9%84/car-10362157,Lexus,ES,2015,Saudi,White,Full,3.5,Gas,Automatic,Used,85000,Riyadh,80000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%84%D8%A7%D9%86%D8%AF%D9%83%D8%B1%D9%88%D8%B2%D8%B1_1993_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457856,Toyota,Land Cruiser,1993,Saudi,Bronze,Semi Full,,Gas,Manual,Used,400,Tabouk,12000,False
https://syarah.com/%D9%83%D9%8A%D8%A7_%D9%83%D8%A7%D8%AF%D9%8A%D9%86%D8%B2%D8%A7_2017_%D8%A7%D8%B3%D8%AA%D9%86%D8%AF%D8%B1_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10446262,Kia,Cadenza,2017,Saudi,Another Color,Standard,3.5,Gas,Automatic,Used,115000,Riyadh,55000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%AA%D9%88%D8%B3%D8%A7%D9%86_2016_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%86%D8%B5_%D9%81%D9%84/car-10408965,Hyundai,Tucson,2016,Saudi,White,Semi Full,2.0,Gas,Automatic,Used,157000,Riyadh,50000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%AA%D9%88%D8%B3%D8%A7%D9%86_2019_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%86%D8%B5_%D9%81%D9%84/car-10405591,Hyundai,Tucson,2019,Saudi,Silver,Semi Full,2.0,Gas,Automatic,Used,24000,Riyadh,68000,False
https://syarah.com/%D8%AC%D9%8A%D9%86%D9%8A%D8%B3%D9%8A%D8%B3_%D8%A8%D9%84%D8%A7%D8%AA%D9%86%D9%8A%D9%88%D9%85_2015_%D9%86%D8%B5_%D9%81%D9%84_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10367274,Genesis,Platinum,2015,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,Used,181000,Riyadh,70000,False
https://syarah.com/%D8%AC%D9%8A%D9%86%D9%8A%D8%B3%D9%8A%D8%B3_%D8%A8%D8%B1%D8%B3%D8%AA%D9%8A%D8%AC_%D8%A8%D9%84%D8%A7%D8%B3_G80_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2019_%D9%86%D8%B5_%D9%81%D9%84/car-10430329,Genesis,G80,2019,Saudi,White,Semi Full,3.8,Gas,Automatic,Used,84000,Riyadh,120000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%A8%D8%B1%D8%A7%D8%AF%D9%88_2016_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_TXL_%D9%86%D8%B5_%D9%81%D9%84/car-10385433,Toyota,Prado,2016,Saudi,White,Semi Full,4.0,Gas,Automatic,Used,201000,Riyadh,108000,False
https://syarah.com/%D8%AC%D9%8A_%D8%A7%D9%85_%D8%B3%D9%8A_%D9%8A%D9%88%D9%83%D9%86_2009_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D8%AF%D8%A8%D9%84/car-10399402,GMC,Yukon,2009,Saudi,Golden,Standard,5.3,Gas,Automatic,Used,395000,Riyadh,43000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%B1%D8%A7%D9%81_%D9%81%D9%88%D8%B1_2016_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%81%D9%84/car-10455996,Toyota,Rav4,2016,Saudi,White,Full,2.5,Gas,Automatic,Used,363000,Riyadh,58000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D9%83%D8%B3%D9%86%D8%AA_2020_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10456818,Hyundai,Accent,2020,Saudi,Another Color,Standard,1.4,Gas,Automatic,Used,2000,Riyadh,42000,False
https://syarah.com/%D9%84%D9%83%D8%B2%D8%B3_ES350_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2013_%D9%81%D9%84/car-10441037,Lexus,ES,2013,Saudi,Black,Full,3.5,Gas,Automatic,Used,349000,Riyadh,70000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%B3%D9%88%D9%86%D8%A7%D8%AA%D8%A7_2019_%D8%B3%D9%85%D8%A7%D8%B1%D8%AA_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%86%D8%B5_%D9%81%D9%84/car-10447326,Hyundai,Sonata,2019,Saudi,Grey,Semi Full,2.4,Gas,Automatic,Used,78000,Riyadh,62000,False
https://syarah.com/%D8%AC%D9%8A%D9%86%D9%8A%D8%B3%D9%8A%D8%B3_%D8%A8%D8%B1%D8%B3%D8%AA%D9%8A%D8%AC_%D8%A8%D9%84%D8%A7%D8%B3_2018_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%86%D8%B5_%D9%81%D9%84/car-10404903,Genesis,G80,2018,Saudi,Another Color,Semi Full,3.8,Gas,Automatic,Used,75000,Riyadh,110000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7_%D8%A7%D9%83%D9%88%D8%B1%D8%AF_2016_%D9%81%D9%84_V6_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10355584,Honda,Accord,2016,Saudi,Another Color,Full,3.5,Gas,Automatic,Used,350000,Riyadh,50000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%AC%D9%86%D8%B3%D8%B3_2018_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_G80_%D9%86%D8%B5_%D9%81%D9%84_%D8%A8%D8%B1%D8%B3%D8%AA%D9%8A%D8%AC_%D8%A8%D9%84%D8%A7%D8%B3/car-10363396,Genesis,G80,2018,Saudi,Another Color,Semi Full,3.8,Gas,Automatic,Used,127000,Riyadh,93000,False
https://syarah.com/%D9%84%D9%83%D8%B2%D8%B3_LX570_S_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2015_%D9%81%D9%84/car-10443842,Lexus,LX,2015,Saudi,White,Full,5.7,Gas,Automatic,Used,247000,Riyadh,165000,False
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%A8%D8%A7%D8%AA%D8%B1%D9%88%D9%84_2012_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%86%D8%B5_%D9%81%D9%84/car-10424769,Nissan,Patrol,2012,Saudi,White,Semi Full,5.6,Gas,Automatic,Used,381000,Riyadh,75000,False
https://syarah.com/%D8%AC%D9%8A_%D8%A7%D9%85_%D8%B3%D9%8A_%D8%AF%D9%8A%D9%86%D8%A7%D9%84%D9%8A_2008_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%81%D9%84/car-10451192,GMC,Yukon,2008,Saudi,Another Color,Full,5.3,Gas,Automatic,Used,382000,Riyadh,45000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%B3%D9%86%D8%AA%D8%A7%D9%81%D9%8A_%D9%A2%D9%A0%D9%A2%D9%A1_%D8%A8%D8%B5%D9%85%D9%87/car-10442791,Hyundai,Senta fe,2021,Saudi,Navy,Semi Full,,Gas,Automatic,Used,2200,Riyadh,Negotiable,True
https://syarah.com/%D9%84%D9%83%D8%B2%D8%B3_GX_2015_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457452,Lexus,GX,2015,Saudi,White,Full,4.6,Gas,Automatic,Used,146000,Riyadh,126000,False
https://syarah.com/online/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%B5%D9%86%D9%8A_SV_2019_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-72490,Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,87537,Riyadh,26800,False
https://syarah.com/online/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%B5%D9%86%D9%8A_SV_2019_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-72486,Nissan,Sunny,2019,Saudi,White,Standard,1.5,Gas,Automatic,Used,99104,Riyadh,26800,False
https://syarah.com/online/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%B5%D9%86%D9%8A_SV_2019_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-71826,Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,Used,106007,Riyadh,26800,False
https://syarah.com/online/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%B5%D9%86%D9%8A_SV_2019_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-71416,Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,Used,88564,Riyadh,26800,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D8%B2%D9%8A%D8%B1%D8%A7_2016_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%86%D8%B5_%D9%81%D9%84/car-10423665,Hyundai,Azera,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,Used,166000,Riyadh,47000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7_%D8%A7%D9%83%D9%88%D8%B1%D8%AF_2015_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%86%D8%B5_%D9%81%D9%84/car-10373058,Honda,Accord,2015,Saudi,Golden,Semi Full,2.4,Gas,Automatic,Used,196000,Riyadh,59000,False
https://syarah.com/%D8%AC%D9%8A%D9%86%D9%8A%D8%B3%D9%8A%D8%B3_G80_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2018_%D9%86%D8%B5_%D9%81%D9%84_%D8%A8%D9%84%D8%A7%D8%AA%D9%86%D9%8A%D9%88%D9%85/car-10404701,Genesis,G80,2018,Saudi,Silver,Semi Full,3.8,Gas,Automatic,Used,70000,Riyadh,110000,False
https://syarah.com/%D8%B4%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87_%D8%AA%D8%A7%D9%87%D9%88_2014_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_LT_%D9%86%D8%B5_%D9%81%D9%84/car-10405596,Chevrolet,Tahoe,2014,Saudi,Brown,Semi Full,5.3,Gas,Automatic,Used,382000,Riyadh,60000,False
https://syarah.com/%D9%83%D8%A7%D8%AF%D9%8A%D9%84%D8%A7%D9%83_CTS_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2010_%D9%81%D9%84/car-10408947,Cadillac,CT-S,2010,Saudi,Another Color,Full,3.6,Gas,Automatic,Used,240000,Riyadh,32000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%A8%D8%B1%D8%A7%D8%AF%D9%88_V6_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2013_%D9%81%D9%84/car-10422405,Toyota,Prado,2013,Saudi,Another Color,Full,3.8,Gas,Automatic,Used,108000,Riyadh,87000,False
https://syarah.com/%D8%AC%D9%8A%D9%84%D9%8A_EC7_2014_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10413591,Geely,EC7,2014,Saudi,Golden,Full,,Gas,Manual,Used,161300,Riyadh,12000,False
https://syarah.com/%D8%A7%D9%85_%D8%AC%D9%8A_ZS_COM_2019_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10457850,MG,ZS,2019,Saudi,Black,Semi Full,1.5,Gas,Automatic,Used,23000,Riyadh,47000,False
https://syarah.com/%D9%84%D9%83%D8%B2%D8%B3_ES_2019_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457848,Lexus,ES,2019,Saudi,Another Color,Full,,Gas,Automatic,Used,26000,Jeddah,207000,False
