,ticker,date,time,headline,neg,neu,pos,compound
64,FB,2021-09-17,07:03AM,"Investors want change, but founders like Mark Zuckerberg hold them off",0.0,0.672,0.328,0.5267
65,FB,2021-09-17,06:41AM,Facebook's Latest Tools Focus On Becoming Next Shopping Destination,0.0,1.0,0.0,0.0
66,FB,2021-09-17,06:00AM,How payments should be invented for a fully digital world: David Marcus,0.0,1.0,0.0,0.0
67,FB,2021-09-17,05:30AM,"Russian Opposition Blasts Google, Apple For Pulling Vote App",0.0,1.0,0.0,0.0
68,FB,2021-09-16,06:45PM,Facebook bans German anti-lockdown accounts under new social harm policy,0.28,0.72,0.0,-0.5423
69,FB,2021-09-16,06:05PM,"Social media usage has been linked to mental health issues  heres what TikTok, Facebook and Twitter are doing about it",0.0,1.0,0.0,0.0
70,FB,2021-09-16,05:45PM,Facebook (FB) Dips More Than Broader Markets: What You Should Know,0.0,1.0,0.0,0.0
71,FB,2021-09-16,02:55PM,UPDATE 1-Facebook cracks down on German anti-COVID restrictions group over 'social harm',0.241,0.759,0.0,-0.5423
72,FB,2021-09-16,02:52PM,Facebook Goes Aggressive Against Collaborative Harmful Activities On Its Platform: Reuters,0.138,0.862,0.0,-0.1531
73,FB,2021-09-16,02:06PM,Facebook cracks down on German anti-COVID restrictions group over 'social harm',0.259,0.741,0.0,-0.5423
74,FB,2021-09-16,02:00PM,"REFILE-Facebook shuts down network linked to German anti-COVID group, launches rules on 'social harms'",0.198,0.802,0.0,-0.4939
75,FB,2021-09-16,01:39PM,Facebook exec on launching digital wallet: 'We plan to earn people's trust',0.0,0.769,0.231,0.5106
76,FB,2021-09-16,01:20PM,Microsoft (MSFT) Board Approves $60B Share Repurchase Program,0.0,0.55,0.45,0.5994
77,FB,2021-09-16,12:19PM,The 10 Most Important Cryptocurrencies Other Than Bitcoin,0.0,0.77,0.23,0.2716
78,FB,2021-09-16,12:04PM,"Facebook rolls out new messaging, business tools for brands",0.0,1.0,0.0,0.0
79,FB,2021-09-16,12:00PM,"Facebook, Inc. Commits $2 Million Donation to McBride Sisters Collection's SHE CAN Fund",0.0,0.916,0.084,0.0258
80,FB,2021-09-16,12:00PM,"Facebook rolls out new messaging, business tools for brands",0.0,1.0,0.0,0.0
81,FB,2021-09-16,11:29AM,How Facebook plans to earn peoples trust with its Novi digital wallet,0.0,0.769,0.231,0.5106
82,FB,2021-09-16,10:31AM,"Top 10 Stock Picks of Ryan Fricks Dorsal Capital: Facebook, Snap and More",0.0,0.87,0.13,0.2023
83,FB,2021-09-16,10:28AM,Exclusive-Facebook to target harmful coordination by real accounts using playbook against fake networks,0.205,0.795,0.0,-0.4767
84,FB,2021-09-16,09:39AM,"Metaverse raises scary question on surveillance of users, ex-Google exec says",0.242,0.758,0.0,-0.4939
85,FB,2021-09-16,08:55AM,WhatsApp update turns app into Yellow Pages,0.0,1.0,0.0,0.0
86,FB,2021-09-16,08:36AM,Crypto Bull Steve Cohen is Buying These 10 Stocks,0.0,1.0,0.0,0.0
87,FB,2021-09-16,08:28AM,How Facebook's Powerful Free Cash Flow Could Push Its Stock Higher,0.0,0.596,0.404,0.7269
88,FB,2021-09-16,06:55AM,3 Leading Social Media Stocks to Buy in 2021 and Beyond,0.0,1.0,0.0,0.0
89,FB,2021-09-16,06:00AM,Metaverse raises scary question on surveillance of users: Kai-Fu Lee,0.262,0.738,0.0,-0.4939
90,FB,2021-09-16,06:00AM,Byjus Buys Coding Site Tynker for $200 Million to Grow in U.S.,0.0,1.0,0.0,0.0
91,FB,2021-09-16,02:13AM,Is Facebook (FB) A Smart Long-Term Buy?,0.0,0.649,0.351,0.4019
92,FB,2021-09-15,07:01PM,"Millions of Brits turn to TikTok, Instagram and Facebook for financial advice",0.0,1.0,0.0,0.0
93,FB,2021-09-15,06:00PM,This Under-the-Radar Crypto Bank Is Skyrocketing,0.0,1.0,0.0,0.0
94,FB,2021-09-15,04:48PM,FB Stock Still A Buy? Facebook's Latest Black Eye Provokes Congress,0.204,0.796,0.0,-0.3182
95,FB,2021-09-15,04:43PM,25 Largest ETFs by Assets Under Management,0.0,0.779,0.221,0.1779
96,FB,2021-09-15,03:01PM,"Tech Giants Used Loopholes to Duck Merger Reviews, FTC Says",0.0,1.0,0.0,0.0
97,FB,2021-09-15,02:26PM,Facebooks Risks for Young People Add to Bipartisan Backlash,0.208,0.792,0.0,-0.2732
98,FB,2021-09-15,01:51PM,When will Amazon stock skyrocket again?,0.0,0.746,0.254,0.1779
99,FB,2021-09-15,01:40PM,Why Facebook Stock Dropped Today,0.0,1.0,0.0,0.0
100,AAPL,2021-09-22,06:43AM,"Stop using Chinese smartphones over hidden censorship software, consumers warned",0.35,0.65,0.0,-0.5106
101,AAPL,2021-09-22,05:51AM,"iOS 15: Flagship SharePlay feature is on its way, new iPhone update suggests",0.0,0.896,0.104,0.1027
102,AAPL,2021-09-22,05:01AM,Learn to embrace your digital wallethere are 8 benefits to love,0.0,0.435,0.565,0.8442
103,AAPL,2021-09-21,05:48PM,Epic Won a Small Battle With Apple. Which Tech Giant Will Come Under Fire Next?,0.254,0.558,0.188,-0.0772
104,AAPL,2021-09-21,05:40PM,At What Point Does an Individual Stock Become Too Big a Percentage of Your Portfolio?,0.0,1.0,0.0,0.0
105,AAPL,2021-09-21,05:31PM,Is Apple Inc. (AAPL) A Good Stock To Buy?,0.0,0.707,0.293,0.4404
106,AAPL,2021-09-21,02:53PM,Epic v. Apple could be a legal marathon as appeals wend through system,0.0,0.88,0.12,0.128
107,AAPL,2021-09-21,02:21PM,The iPhone 13 Has Longer Wait Times Than the iPhone 12. What That Means for Apple Stock.,0.0,1.0,0.0,0.0
108,AAPL,2021-09-21,02:02PM,"WallStreetBets Stocks, Implied Volatility, Option Volume Create Profit Opportunities",0.0,0.441,0.559,0.765
109,AAPL,2021-09-21,01:04PM,Why Goldman Sachs just launched this ETF that will rival FAANG stocks,0.0,0.88,0.12,0.128
110,AAPL,2021-09-21,01:00PM,Facebook Looks to Carve Out Market for Mobile Video-Chat Device,0.0,1.0,0.0,0.0
111,AAPL,2021-09-21,12:15PM,EU plans to legislate for common phone charger despite Apple grumbles,0.0,1.0,0.0,0.0
112,AAPL,2021-09-21,12:10PM,"Apples Latest, Hot IPOs, and the Future of AI",0.0,1.0,0.0,0.0
113,AAPL,2021-09-21,11:43AM,"Apple working on technology to allow iPhone to know when its owner is depressed or anxious, report says",0.239,0.676,0.086,-0.5267
114,AAPL,2021-09-21,11:32AM,How Microsoft Is Putting Its Cash to Work,0.0,1.0,0.0,0.0
115,AAPL,2021-09-21,10:43AM,"3 Top Stocks For The Next Year, According To Gene Munster",0.0,0.833,0.167,0.2023
116,AAPL,2021-09-21,10:42AM,Apple (AAPL) Releases iOS 15: Here's What You Need to Know,0.0,1.0,0.0,0.0
117,AAPL,2021-09-21,10:27AM,Netflix (NFLX) Wins Big at Emmy Awards 2021 With The Crown,0.0,0.573,0.427,0.7717
118,AAPL,2021-09-21,10:19AM,A Bite Of The Apple: A Look At Why Apple Might Be A Good Trade,0.0,0.791,0.209,0.4404
119,AAPL,2021-09-21,10:02AM,6 Dow Jones Stocks To Buy And Watch In September 2021: Apple Bounces,0.0,1.0,0.0,0.0
120,AAPL,2021-09-21,10:01AM,Add These 4 GARP Stocks to Your Portfolio for Maximum Returns,0.0,1.0,0.0,0.0
121,AAPL,2021-09-21,09:55AM,4 Top Stocks to Buy Amid the Evergrande Crisis-led Market Dip,0.0,0.833,0.167,0.2023
122,AAPL,2021-09-21,09:27AM,"If You'd Invested $1,000 in Twilio in 2016, This Is How Much You Would Have Today",0.0,1.0,0.0,0.0
123,AAPL,2021-09-21,08:57AM,Texas Startups Mount Fight Against Abortion BanWithout Big Tech,0.245,0.755,0.0,-0.3818
124,AAPL,2021-09-21,08:35AM,"'Buy Now, Pay Later' Consumer Financing Takes On Credit Cards",0.117,0.667,0.217,0.296
125,AAPL,2021-09-21,07:53AM,"The Zacks Analyst Blog Highlights: Apple, Thermo Fisher, Royal Dutch Shell, Microsoft and Estee Lauder",0.0,1.0,0.0,0.0
126,AAPL,2021-09-21,07:52AM,"The Zacks Analyst Blog Highlights: Goldman Sachs, Deere, Apple, Qualcomm and Nike",0.0,1.0,0.0,0.0
127,AAPL,2021-09-21,04:21AM,"Premarket Movers Tuesday: Uber, Johnson & Johnson, Apple",0.0,1.0,0.0,0.0
128,AAPL,2021-09-21,04:00AM,Google Worker Unrest Rises After Removal of Russia Voting App,0.0,1.0,0.0,0.0
129,AAPL,2021-09-21,03:58AM,"Uber, Apple, ConocoPhillips Rise Premarket; Lennar Falls",0.0,1.0,0.0,0.0
130,AAPL,2021-09-20,05:54PM,"Why Apple, Facebook, Amazon, and Other Tech Stocks Dropped Today",0.0,0.841,0.159,0.1779
131,AAPL,2021-09-20,05:49PM,Big Tech Stocks Tumbled in the Market Swoon,0.0,1.0,0.0,0.0
132,AAPL,2021-09-20,04:51PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",0.0,0.504,0.496,0.8957
133,AAPL,2021-09-20,04:37PM,Megacap Tech Selloff Hits $500 Billion Since Nasdaq 100 Peak,0.0,1.0,0.0,0.0
134,AAPL,2021-09-20,04:36PM,"Facebook, Alphabet Poised for Bigger Fines Over Russia Content",0.0,0.8,0.2,0.25
135,AAPL,2021-09-20,03:44PM,"Top Analyst Reports for Apple, Thermo Fisher & Royal Dutch Shell",0.0,0.833,0.167,0.2023
136,AAPL,2021-09-20,02:53PM,Here's Why Apple's iPhone 13 Should Be a Resounding Success,0.0,0.684,0.316,0.5719
137,AAPL,2021-09-20,01:55PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",0.0,0.504,0.496,0.8957
138,AAPL,2021-09-20,01:30PM,"Here's the biggest risk from the Evergrande crisis, says Goldman Sachs",0.408,0.592,0.0,-0.7351
139,AAPL,2021-09-20,01:21PM,"The Crown, Ted Lasso Lead Emmys in Streamings Big Night",0.0,1.0,0.0,0.0
140,AAPL,2021-09-20,01:06PM,iOS 15: Top 10 Tips for Apples New iPhone Software Update,0.0,0.847,0.153,0.2023
141,AAPL,2021-09-20,12:24PM,"Apple iPhone 13 Setup Looks Worse Than iPhone 12, Says Analyst",0.237,0.763,0.0,-0.4767
142,AAPL,2021-09-20,10:26AM,"Sears closes final store, Netflix wins big at Emmy Awards",0.0,0.544,0.456,0.7717
143,AAPL,2021-09-20,10:26AM,Evaluating Apple (AAPL) After Epic Antitrust Decision,0.0,1.0,0.0,0.0
144,AAPL,2021-09-20,10:22AM,Apple's (AAPL) Comedy Series Ted Lasso Wins Seven Emmy Awards,0.0,0.432,0.568,0.8481
145,AAPL,2021-09-20,10:10AM,Apple's Epic Loss Could Be A Game Changer For Spotify,0.223,0.777,0.0,-0.3182
146,AAPL,2021-09-20,09:54AM,"Dow Jones Plunges 550 Points On China Property Fears; AMD, Apple, Nvidia, Tesla Sell Off",0.167,0.833,0.0,-0.4215
147,AAPL,2021-09-20,09:24AM,3 Stocks That Could Double Your Money,0.0,1.0,0.0,0.0
148,AAPL,2021-09-20,09:14AM,Analysts Are Upgrading These 10 Stocks,0.0,1.0,0.0,0.0
149,AAPL,2021-09-20,09:08AM,10 Trending Technology Stocks on Reddit,0.0,1.0,0.0,0.0
150,AAPL,2021-09-20,08:23AM,2 Bargain Stocks to Buy and Hold for the Next 5 Years,0.0,0.833,0.167,0.2023
151,AAPL,2021-09-20,08:17AM,Dow Jones Futures Dive On China Default Fears With Stock Market Rally At Turning Point; What To Do Now,0.135,0.865,0.0,-0.4215
152,AAPL,2021-09-20,08:00AM,"'Buy Now, Pay Later' Consumer Financing Takes On Credit Cards",0.117,0.667,0.217,0.296
153,AAPL,2021-09-20,06:35AM,September's Weakness Provides Good Entry Point: Top 6 Picks,0.224,0.4,0.376,0.2263
154,AAPL,2021-09-20,06:06AM,85% of Warren Buffett's Portfolio Is in These 3 Sectors,0.0,1.0,0.0,0.0
155,AAPL,2021-09-20,01:38AM,"Apples global hit comedy series ""Ted Lasso"" scores history-making win for Outstanding Comedy Series at the 2021 Primetime Emmy Awards",0.0,0.487,0.513,0.9413
156,AAPL,2021-09-20,12:54AM,"Apple joins streaming elite, Netflix crosses milestone with Emmy wins",0.0,0.709,0.291,0.5719
157,AAPL,2021-09-20,12:46AM,"Apple joins streaming elite, Netflix crosses milestone with Emmy wins",0.0,0.709,0.291,0.5719
158,AAPL,2021-09-19,11:12PM,Apples Ted Lasso Emmy Wins Give Boost to Streaming Strategy,0.0,0.556,0.444,0.7506
159,AAPL,2021-09-19,12:39PM,"Apple's iOS 15 Update Releases On Monday, But You May Not Want To Install it Right Away",0.071,0.929,0.0,-0.0572
160,AAPL,2021-09-19,12:17PM,Youth involved in the stock market are 'here to stay': Teen investor,0.0,1.0,0.0,0.0
161,AAPL,2021-09-19,09:21AM,Apple and the Innovator's Dilemma,0.298,0.702,0.0,-0.1779
162,AAPL,2021-09-19,07:44AM,Adding $500 to These Top Stocks Would Be a Brilliant Move,0.0,0.588,0.412,0.6808
163,AAPL,2021-09-19,06:32AM,This Exciting IPO Stock Has a $240 Billion Market Opportunity,0.0,0.538,0.462,0.7184
164,AAPL,2021-09-18,04:58PM,"UPDATE 1-Navalny allies accuse YouTube, Telegram of censorship in Russian election",0.153,0.847,0.0,-0.2023
165,AAPL,2021-09-18,02:35PM,Parus Files Second Patent Infringement Lawsuit Against Apple,0.455,0.545,0.0,-0.6124
166,AAPL,2021-09-18,09:43AM,"Emmy Awards: It's 'Queen's Gambit' vs 'Mare', 'WandaVision' in streaming showdown",0.0,0.769,0.231,0.4588
167,AAPL,2021-09-18,07:30AM,"FTC, Biden Antitrust Enforcement Push Takes On Amazon, Google  And The Supreme Court",0.0,0.675,0.325,0.6486
168,AAPL,2021-09-17,08:07PM,A Goldman ETF Targets a Sector Ruled by ARK,0.0,1.0,0.0,0.0
169,AAPL,2021-09-17,06:00PM,7 timely Warren Buffett quotes to help guide you in this risky market,0.136,0.68,0.184,0.1779
170,AAPL,2021-09-17,05:59PM,Why Apple Stock Slipped Today,0.0,1.0,0.0,0.0
171,AAPL,2021-09-17,03:02PM,"Dow Jones Dips As White House Raises Recession Fears; Elon Musk Praises China Rivals, Tesla Slips; Apple Falls",0.233,0.625,0.142,-0.296
172,AAPL,2021-09-17,02:24PM,Verizon sweetens subsidies on iPhones to match competition,0.0,1.0,0.0,0.0
173,AAPL,2021-09-17,01:54PM,These Apple Card holders are getting error messages while trying to pre-order their new iPhones,0.162,0.838,0.0,-0.4019
174,AAPL,2021-09-17,01:33PM,UPDATE 1-Apple's Cook says he will talk with U.S. official on immigration,0.0,1.0,0.0,0.0
175,AAPL,2021-09-17,01:26PM,Apple's Cook says he will talk with U.S. official on immigration,0.0,1.0,0.0,0.0
176,AAPL,2021-09-17,01:06PM,The iPhone 13 Didnt Surprise Anyone. Apples Stock Still Might.,0.168,0.832,0.0,-0.2057
177,AAPL,2021-09-17,12:55PM,"Apple, Google Pull Russia Protest-Voting App, Drawing Ire",0.0,1.0,0.0,0.0
178,AAPL,2021-09-17,12:23PM,"Dow Jones Drops As Apple, Microsoft Weigh; Stock Market Hit Hard Despite Growth Stock Winners",0.338,0.662,0.0,-0.6295
179,AAPL,2021-09-17,11:56AM,Apple (AAPL) Rumored to Start Apple Pay Service in Chile,0.135,0.865,0.0,-0.1027
180,AAPL,2021-09-17,11:54AM,Dow Jones Slides As Apple Sells Off; 4 Top Growth Stocks To Buy And Watch,0.0,0.732,0.268,0.5267
181,AAPL,2021-09-17,11:20AM,Apple Store goes down ahead of release of iPhone 13,0.0,1.0,0.0,0.0
182,AAPL,2021-09-17,10:54AM,Apple Watch series 7: When can you pre-order the new wearable in the UK?,0.0,1.0,0.0,0.0
183,AAPL,2021-09-17,10:46AM,"Uncertainty around taxes could cause stocks to pullback this month, strategist warns",0.275,0.725,0.0,-0.4215
184,AAPL,2021-09-17,10:03AM,10 Stocks That Raised Their Dividend in 2021,0.0,1.0,0.0,0.0
185,AAPL,2021-09-17,09:52AM,iPhone 13: Apple Store comes back online and opens pre-order for new phone  after slight delay,0.133,0.867,0.0,-0.3182
186,AAPL,2021-09-17,09:45AM,Powell orders ethics review amid trading scandal,0.326,0.674,0.0,-0.4404
187,AAPL,2021-09-17,09:34AM,How A.I. will exacerbate inequality between rich & poor: Kai-Fu Lee,0.211,0.544,0.245,0.128
188,AAPL,2021-09-17,08:21AM,5 of the Best Efficient Stocks to Add to Your Portfolio,0.0,0.533,0.467,0.7906
189,AAPL,2021-09-17,05:52AM,3 Top Warren Buffett Stocks to Buy and Hold,0.0,0.795,0.205,0.2023
190,AAPL,2021-09-17,05:30AM,"Russian Opposition Blasts Google, Apple For Pulling Vote App",0.0,1.0,0.0,0.0
191,AAPL,2021-09-17,05:15AM,UPDATE 2-Putin's foes accuse Google and Apple of caving to Kremlin pressure,0.438,0.562,0.0,-0.7184
192,AAPL,2021-09-17,02:08AM,"Google, Apple remove Navalny app from stores as Russian elections begin",0.0,1.0,0.0,0.0
193,AAPL,2021-09-17,02:03AM,"Google, Apple remove Navalny app from stores as Russian elections begin",0.0,1.0,0.0,0.0
194,AAPL,2021-09-16,05:51PM,"Stock Market Rally Rebounds Amid Crocs, Microsoft News, Apple iPhone 13 Unveiled: Weekly Review",0.0,1.0,0.0,0.0
195,AAPL,2021-09-16,05:05PM,Which iPhone 13 should you buy?,0.0,1.0,0.0,0.0
196,AAPL,2021-09-16,04:16PM,Dow Jones Dips As Growth Stocks Surge; Fed Chair Powell Orders Ethics Review; 3 Stocks Pass Buy Points,0.0,0.86,0.14,0.3818
197,AAPL,2021-09-16,02:48PM,iPhone 13 Is Already Recording Early Strong Sales In China,0.0,0.732,0.268,0.5106
198,AAPL,2021-09-16,02:06PM,Altcoins Like Bitcoin Cash and Litecoin Were Thrust Into the Limelight by AMC Today,0.0,0.839,0.161,0.3612
199,AAPL,2021-09-16,01:20PM,Microsoft (MSFT) Board Approves $60B Share Repurchase Program,0.0,0.55,0.45,0.5994
200,AMZN,2021-09-22,08:22AM,3 Top Cloud Computing Stocks to Buy Right Now,0.0,0.795,0.205,0.2023
201,AMZN,2021-09-22,07:23AM,"Affirm: Buy Now, Get Paid Later?",0.0,1.0,0.0,0.0
202,AMZN,2021-09-22,06:32AM,"Banza, Beyond Meat team up as plant-based meat makes its way to pizza",0.0,1.0,0.0,0.0
203,AMZN,2021-09-22,06:00AM,September Sell-Off: Best Stocks to Buy Now,0.0,0.588,0.412,0.6369
204,AMZN,2021-09-22,05:51AM,"Got $25,000? These 5 Stocks Can Double Your Money in 5 Years",0.0,1.0,0.0,0.0
205,AMZN,2021-09-21,06:56PM,Why Matterport Surged 9% Higher Today,0.0,1.0,0.0,0.0
206,AMZN,2021-09-21,05:57PM,Why Helbiz Stock Delivered Scorching Gains to Investors Today,0.0,0.769,0.231,0.34
207,AMZN,2021-09-21,05:40PM,At What Point Does an Individual Stock Become Too Big a Percentage of Your Portfolio?,0.0,1.0,0.0,0.0
208,AMZN,2021-09-21,05:19PM,"John, Jenny Paulson to Divorce in Latest Billionaire Split",0.0,1.0,0.0,0.0
209,AMZN,2021-09-21,04:58PM,Why Disney Stock Dropped Today,0.0,1.0,0.0,0.0
210,AMZN,2021-09-21,04:48PM,"Minimum wage, but better: These 5 retailers pay the highest hourly rates",0.111,0.623,0.266,0.5023
211,AMZN,2021-09-21,04:39PM,"FedEx Earnings Miss, Guidance Cut Amid Labor, Supply Chain Woes",0.485,0.515,0.0,-0.6808
