Date,Open,High,Low,Close,Adj Close,compound,neg,neu,pos
2007-05-03,14.39,14.4929,14.2871,100.4,14.3429,0.9432,0.039,0.848,0.113
2007-05-04,14.4,14.5143,14.3571,100.81,14.4014,0.9509,0.0,0.833,0.167
2007-05-07,14.44,14.9071,14.43,103.92,14.8457,0.791,0.061,0.84,0.098
2007-05-08,14.7814,15.0214,14.7743,105.06,15.0086,0.9768,0.068,0.781,0.15
2007-05-09,14.9871,15.28,14.9843,106.88,15.2686,0.3687,0.044,0.899,0.058
2007-05-10,15.2329,15.5486,15.1314,107.34,15.3343,0.9444,0.031,0.897,0.072
2007-05-11,15.3914,15.59,15.2543,108.74,15.5343,0.8544,0.049,0.879,0.072
2007-05-14,15.66,15.7143,15.4643,109.36,15.6229,0.9413,0.037,0.825,0.138
2007-05-15,15.6529,15.7429,15.2114,107.52,15.36,0.8176,0.058,0.85,0.092
2007-05-16,15.5043,15.5471,14.7743,107.34,15.3343,0.9949,0.041,0.776,0.183
2007-05-17,15.3071,15.6957,15.3071,109.44,15.6343,0.9928,0.005,0.84,0.155
2007-05-18,15.7471,15.8057,15.6814,110.02,15.7171,0.9834,0.01,0.886,0.105
2007-05-21,15.7586,16.0643,15.7214,111.98,15.9971,0.6926,0.049,0.881,0.07
2007-05-22,16.07,16.25,16.0014,113.54,16.22,-0.2263,0.041,0.917,0.042
2007-05-23,16.2886,16.4286,16.0843,112.89,16.1271,0.8591,0.048,0.873,0.079
2007-05-24,16.1157,16.3514,15.7671,110.69,15.8129,0.9042,0.045,0.846,0.108
2007-05-25,16.0,16.2543,15.9286,113.62,16.2314,0.9269,0.072,0.809,0.119
2007-05-29,16.35,16.4086,16.0986,114.35,16.3357,-0.7096,0.135,0.822,0.043
2007-05-30,16.3286,16.9829,16.2186,118.77,16.9671,0.8658,0.009,0.938,0.053
2007-05-31,17.1529,17.4529,17.0771,121.19,17.3129,-0.4404,0.037,0.952,0.011
2007-06-01,17.3,17.3129,16.8986,118.4,16.9143,0.0,0.0,0.0,0.0
2007-06-04,16.9471,17.39,16.8429,121.33,17.3329,0.9526,0.039,0.86,0.101
2007-06-05,17.3443,17.5271,17.2143,122.67,17.5243,0.9674,0.007,0.917,0.075
2007-06-06,17.4714,17.7214,17.4214,123.64,17.6629,0.944,0.029,0.897,0.074
2007-06-07,17.8557,18.23,17.5986,124.07,17.7243,0.97,0.013,0.898,0.089
2007-06-08,17.9743,17.9757,17.47,124.49,17.7843,0.9912,0.035,0.833,0.132
2007-06-11,18.0,18.0214,17.0771,120.19,17.17,0.0,0.0,0.0,0.0
2007-06-12,17.05,17.3871,16.9014,120.38,17.1971,0.9715,0.074,0.781,0.145
2007-06-13,17.3071,17.3129,16.4857,117.5,16.7857,0.7015,0.078,0.824,0.098
2007-06-14,16.7429,17.0643,16.6314,118.75,16.9643,0.9716,0.012,0.909,0.079
2007-06-15,17.2314,17.2386,17.1229,120.5,17.2143,0.8126,0.03,0.902,0.068
2007-06-18,17.6114,17.8829,17.5057,125.09,17.87,-0.9643,0.136,0.794,0.07
2007-06-19,17.8129,17.8586,17.5586,123.66,17.6657,0.6416,0.067,0.838,0.095
2007-06-20,17.6957,17.8086,17.3571,121.55,17.3643,0.0,0.0,0.0,0.0
2007-06-21,17.3857,17.7557,17.2457,123.9,17.7,0.9666,0.008,0.908,0.083
2007-06-22,17.6929,17.7786,17.4829,123.0,17.5714,0.9488,0.013,0.908,0.079
2007-06-25,17.7414,17.87,17.2943,122.34,17.4771,-0.3182,0.069,0.859,0.072
2007-06-26,17.7114,17.7143,16.96,119.65,17.0929,0.9704,0.023,0.862,0.114
2007-06-27,17.23,17.4343,17.0371,121.89,17.4129,0.9462,0.029,0.88,0.09
2007-06-28,17.48,17.4986,17.1429,120.56,17.2229,0.0,0.0,0.0,0.0
2007-06-29,17.4243,17.7143,17.2986,122.04,17.4343,0.9429,0.015,0.885,0.101
2007-07-02,17.2929,17.4414,17.0429,121.26,17.3229,0.8173,0.052,0.873,0.074
2007-07-03,17.4286,18.2,17.3571,127.17,18.1671,0.6289,0.042,0.893,0.064
2007-07-05,18.4,18.9957,18.3843,132.75,18.9643,0.9101,0.047,0.861,0.092
2007-07-06,19.0186,19.0486,18.6286,132.3,18.9,0.9781,0.069,0.775,0.156
2007-07-09,18.9114,18.9857,18.4543,130.33,18.6186,0.5653,0.025,0.903,0.072
2007-07-10,18.4114,19.2143,18.4014,132.35,18.9071,0.8545,0.098,0.786,0.115
2007-07-11,18.8671,19.1,18.7586,132.39,18.9129,-0.9719,0.127,0.816,0.058
2007-07-12,19.1214,19.1771,18.9129,134.07,19.1529,0.3483,0.071,0.853,0.077
2007-07-13,19.29,19.6929,19.2171,137.73,19.6757,-0.4497,0.07,0.877,0.053
2007-07-16,19.77,19.9971,19.6429,138.1,19.7286,0.6739,0.137,0.699,0.164
2007-07-17,19.7571,19.9429,19.6429,138.91,19.8443,0.9605,0.069,0.804,0.127
2007-07-18,19.7414,19.7771,19.4343,138.12,19.7314,0.9921,0.036,0.775,0.19
2007-07-19,20.0429,20.1157,19.95,140.0,20.0,0.8377,0.068,0.833,0.099
2007-07-20,20.2357,20.5971,20.0,143.75,20.5357,0.9712,0.07,0.8,0.13
2007-07-23,20.4729,20.7457,20.1329,143.7,20.5286,0.9792,0.014,0.894,0.092
2007-07-24,19.84,20.1429,19.1643,134.89,19.27,0.9642,0.072,0.784,0.144
2007-07-25,19.6214,19.7657,19.2857,137.26,19.6086,0.0,0.0,0.0,0.0
2007-07-26,20.8443,21.2143,19.5657,146.0,20.8571,0.9899,0.063,0.744,0.193
2007-07-27,20.8843,21.2743,20.54,143.85,20.55,0.9844,0.082,0.727,0.191
2007-07-30,20.6186,20.7786,19.9386,141.43,20.2043,-0.7804,0.157,0.791,0.053
2007-07-31,20.4243,20.4971,18.7886,131.76,18.8229,0.5023,0.0,0.931,0.069
2007-08-01,19.0914,19.34,18.2529,135.0,19.2857,0.9683,0.013,0.907,0.079
2007-08-02,19.5214,19.5657,19.1643,136.49,19.4986,-0.4005,0.036,0.936,0.028
2007-08-03,19.3229,19.4214,18.7857,131.85,18.8357,-0.0772,0.049,0.909,0.042
2007-08-06,18.9857,19.3243,18.3286,135.25,19.3214,0.5994,0.069,0.835,0.095
2007-08-07,19.2771,19.6057,18.9471,135.03,19.29,0.0,0.0,0.0,0.0
2007-08-08,19.5371,19.5514,18.8571,134.01,19.1443,0.9835,0.036,0.811,0.152
2007-08-09,18.73,19.0,17.87,126.39,18.0557,0.9779,0.018,0.856,0.126
2007-08-10,17.5886,18.25,17.1857,125.0,17.8571,0.9585,0.039,0.855,0.107
2007-08-13,18.3314,18.4786,18.0714,127.79,18.2557,0.9397,0.06,0.839,0.101
2007-08-14,18.3271,18.3286,17.6729,124.03,17.7186,0.9325,0.033,0.873,0.095
2007-08-15,17.5343,17.8371,17.0929,119.9,17.1286,0.9182,0.029,0.899,0.072
2007-08-16,16.7157,16.9286,15.9457,117.05,16.7214,0.7832,0.03,0.902,0.068
2007-08-17,17.43,17.6429,17.1171,122.06,17.4371,0.923,0.04,0.848,0.112
2007-08-20,17.7086,17.7857,17.2143,122.22,17.46,-0.2263,0.148,0.72,0.132
2007-08-21,17.4586,18.4229,17.2857,127.57,18.2243,-0.9874,0.181,0.74,0.079
2007-08-22,18.7457,18.9643,18.6186,132.51,18.93,-0.9702,0.135,0.807,0.059
2007-08-23,19.0129,19.0486,18.5371,131.07,18.7243,0.9729,0.036,0.852,0.112
2007-08-24,18.6471,19.3386,18.5443,135.3,19.3286,0.8658,0.037,0.888,0.075
2007-08-27,19.0557,19.2371,18.8714,132.25,18.8929,0.9465,0.046,0.832,0.122
2007-08-28,18.7129,18.9157,18.09,126.82,18.1171,-0.6486,0.129,0.835,0.037
2007-08-29,18.5543,19.1686,18.5057,134.08,19.1543,0.0,0.0,0.0,0.0
2007-08-30,18.9529,19.75,18.9,136.25,19.4643,0.955,0.026,0.87,0.104
2007-08-31,19.9271,19.95,19.63,138.48,19.7829,-0.7603,0.096,0.827,0.078
2007-09-04,19.9914,20.8186,19.9771,144.16,20.5943,-0.1747,0.063,0.873,0.064
2007-09-05,20.71,20.8343,19.4429,136.76,19.5371,0.2626,0.065,0.855,0.08
2007-09-06,19.3657,19.6529,18.9586,135.01,19.2871,0.9037,0.092,0.782,0.126
2007-09-07,18.8586,18.9,18.5714,131.77,18.8243,-0.7065,0.119,0.779,0.103
2007-09-10,19.57,19.72,19.1357,136.71,19.53,0.9843,0.034,0.842,0.124
2007-09-11,19.7,19.7571,19.1071,135.49,19.3557,0.6587,0.045,0.877,0.078
2007-09-12,19.4271,19.9143,19.3929,136.85,19.55,0.9778,0.033,0.831,0.136
2007-09-13,19.8329,19.8571,19.5214,137.2,19.6,0.18,0.029,0.932,0.039
2007-09-14,19.51,19.8543,19.4571,138.81,19.83,-0.934,0.097,0.845,0.059
2007-09-17,19.8557,20.0843,19.6571,138.41,19.7729,0.9368,0.039,0.86,0.101
2007-09-18,19.8657,20.4071,19.69,140.92,20.1314,0.9731,0.074,0.783,0.143
2007-09-19,20.4314,20.4514,19.9143,140.77,20.11,0.9946,0.043,0.767,0.19
2007-09-20,20.0214,20.2557,19.9029,140.31,20.0443,0.9889,0.07,0.767,0.163
2007-09-21,20.1629,20.6643,20.0443,144.15,20.5929,-0.9483,0.086,0.885,0.029
2007-09-24,20.9614,21.4071,20.95,148.28,21.1829,0.9793,0.063,0.818,0.119
2007-09-25,20.9771,21.8886,20.9743,153.18,21.8829,0.9215,0.059,0.831,0.11
2007-09-26,22.0671,22.1429,21.6071,152.77,21.8243,0.969,0.027,0.822,0.151
2007-09-27,21.9671,22.0743,21.76,154.5,22.0714,0.6553,0.106,0.756,0.138
2007-09-28,21.92,22.0857,21.8214,153.47,21.9243,0.8779,0.0,0.848,0.152
2007-10-01,22.09,22.4871,21.8471,156.34,22.3343,0.9641,0.057,0.818,0.125
2007-10-02,22.3643,22.6557,22.27,158.45,22.6357,-0.9376,0.091,0.865,0.044
2007-10-03,22.54,22.74,22.43,157.92,22.56,0.896,0.069,0.828,0.102
2007-10-04,22.5714,22.5829,21.9286,156.24,22.32,0.9462,0.037,0.873,0.09
2007-10-05,22.6243,23.0829,22.5286,161.45,23.0643,0.1431,0.079,0.834,0.087
2007-10-08,23.3557,23.9871,23.2814,167.91,23.9871,0.8798,0.018,0.884,0.097
2007-10-09,24.3143,24.4443,23.8114,167.86,23.98,0.3919,0.072,0.812,0.116
2007-10-10,23.9357,23.9829,23.6571,166.79,23.8271,0.0,0.0,0.0,0.0
2007-10-11,24.2129,24.5543,21.8871,162.23,23.1757,0.9382,0.029,0.841,0.13
2007-10-12,23.2871,23.8971,23.1143,167.25,23.8929,0.9889,0.034,0.792,0.174
2007-10-15,23.9971,24.2243,23.3571,166.98,23.8543,0.5631,0.013,0.925,0.062
2007-10-16,23.6486,24.3114,23.5929,169.58,24.2257,-0.3103,0.061,0.895,0.044
2007-10-17,24.67,24.72,24.1686,172.75,24.6786,0.9445,0.017,0.921,0.062
2007-10-18,24.5,24.8843,24.4357,173.5,24.7857,0.9822,0.024,0.852,0.125
2007-10-19,24.8914,24.9471,24.2857,170.42,24.3457,0.1542,0.064,0.862,0.075
2007-10-22,24.3357,24.9857,24.28,174.36,24.9086,0.0,0.0,0.0,0.0
2007-10-23,26.9371,26.9429,26.1086,186.16,26.5943,0.9661,0.072,0.775,0.152
2007-10-24,26.5443,26.7443,25.6057,185.93,26.5614,0.2922,0.074,0.847,0.078
2007-10-25,26.41,26.5571,25.9514,182.78,26.1114,0.6956,0.018,0.942,0.041
2007-10-26,26.47,26.4814,26.1257,184.7,26.3857,-0.4019,0.079,0.87,0.052
2007-10-29,26.4929,26.6557,26.3857,185.09,26.4414,0.8152,0.126,0.698,0.176
2007-10-30,26.5971,27.0529,26.39,187.0,26.7143,0.9901,0.0,0.725,0.275
2007-10-31,26.8043,27.16,26.4214,189.95,27.1357,0.886,0.0,0.931,0.069
2007-11-01,26.9429,27.1571,25.7143,187.44,26.7771,0.897,0.025,0.889,0.086
2007-11-02,27.03,27.0629,26.2129,187.87,26.8386,0.4939,0.044,0.88,0.077
2007-11-05,26.47,26.9943,26.32,186.18,26.5971,0.9674,0.019,0.881,0.1
2007-11-06,26.7214,27.4286,26.4671,191.79,27.3986,0.8805,0.046,0.858,0.096
2007-11-07,27.23,27.5257,26.59,186.3,26.6143,0.9738,0.039,0.822,0.14
2007-11-08,26.6671,26.7,23.9671,175.47,25.0671,0.9902,0.071,0.727,0.201
2007-11-09,24.45,25.0171,23.6014,165.37,23.6243,0.4151,0.078,0.837,0.085
2007-11-12,23.6114,23.9571,21.5186,153.76,21.9657,0.9664,0.028,0.867,0.105
2007-11-13,22.9786,24.4257,21.9657,169.96,24.28,0.9802,0.013,0.877,0.11
2007-11-14,25.3086,25.3671,23.3914,166.11,23.73,0.9716,0.025,0.859,0.117
2007-11-15,23.77,24.2271,22.9,164.3,23.4714,0.9437,0.017,0.897,0.086
2007-11-16,23.6143,23.86,22.7614,166.39,23.77,0.862,0.031,0.905,0.064
2007-11-19,23.7286,24.0286,23.1571,163.95,23.4214,0.983,0.042,0.794,0.164
2007-11-20,23.6671,24.5414,23.3614,168.85,24.1214,0.9781,0.037,0.845,0.118
2007-11-21,23.6914,24.6214,23.5243,168.46,24.0657,0.9674,0.01,0.903,0.087
2007-11-23,24.5714,24.5786,24.25,171.54,24.5057,-0.872,0.095,0.888,0.017
2007-11-26,24.7986,25.3243,24.6214,172.54,24.6486,0.8418,0.104,0.769,0.127
2007-11-27,25.0314,25.1129,24.2871,174.81,24.9729,0.9849,0.059,0.751,0.19
2007-11-28,25.26,25.8,25.05,180.22,25.7457,0.9796,0.04,0.758,0.202
2007-11-29,25.6329,26.4529,25.5929,184.29,26.3271,0.9442,0.033,0.842,0.125
2007-11-30,26.7629,26.8143,25.6714,182.22,26.0314,-0.5927,0.047,0.932,0.021
2007-12-03,25.98,26.3057,25.3857,178.86,25.5514,0.7839,0.07,0.838,0.093
2007-12-04,25.3071,25.8429,25.2843,179.81,25.6871,0.6705,0.032,0.919,0.05
2007-12-05,26.1271,26.5714,26.0586,185.5,26.5,0.9397,0.027,0.881,0.092
2007-12-06,26.5986,27.1571,26.5886,189.95,27.1357,0.5859,0.102,0.772,0.126
2007-12-07,27.22,27.8557,26.8629,194.3,27.7571,0.0,0.0,0.0,0.0
2007-12-10,27.6557,27.9514,27.5271,194.21,27.7443,-0.9876,0.204,0.713,0.083
2007-12-11,27.8214,28.1186,26.77,188.54,26.9343,0.918,0.027,0.898,0.075
2007-12-12,27.6343,27.7829,26.5371,190.86,27.2657,0.9729,0.037,0.847,0.116
2007-12-13,27.17,27.4457,26.8314,191.83,27.4043,0.0,0.0,0.0,0.0
2007-12-14,27.1957,27.6,27.0771,190.39,27.1986,-0.6386,0.055,0.919,0.025
2007-12-17,27.2457,27.5214,26.14,184.4,26.3429,-0.4019,0.096,0.813,0.091
2007-12-18,26.6457,26.7614,25.5143,182.98,26.14,0.9819,0.03,0.827,0.143
2007-12-19,26.14,26.3771,25.8429,183.12,26.16,0.7941,0.036,0.895,0.069
2007-12-20,26.49,26.8329,26.19,187.21,26.7443,-0.9341,0.087,0.901,0.012
2007-12-21,27.16,27.7014,27.1271,193.91,27.7014,-0.8693,0.102,0.853,0.045
2007-12-24,27.8614,28.4757,27.8271,198.8,28.4,0.0,0.0,0.0,0.0
2007-12-26,28.43,28.7086,28.1171,198.95,28.4214,0.9808,0.064,0.776,0.16
2007-12-27,28.4214,28.9943,28.2571,198.57,28.3671,0.9678,0.06,0.808,0.132
2007-12-28,28.6557,28.7943,28.1257,199.83,28.5471,0.9201,0.031,0.875,0.094
2007-12-31,28.5,28.6429,28.25,198.08,28.2971,-0.4391,0.039,0.932,0.029
2008-01-02,28.4671,28.6086,27.5071,194.84,27.8343,0.0,0.0,0.0,0.0
2008-01-03,27.9157,28.1986,27.5271,194.93,27.8471,0.9735,0.025,0.856,0.119
2008-01-04,27.35,27.5714,25.5557,180.05,25.7214,-0.8645,0.073,0.883,0.045
2008-01-07,25.8929,26.2286,24.3186,177.64,25.3771,0.8277,0.017,0.922,0.061
2008-01-08,25.7343,26.0657,24.4,171.25,24.4643,0.6508,0.007,0.946,0.047
2008-01-09,24.4714,25.6429,24.0429,179.4,25.6286,0.5661,0.028,0.936,0.036
2008-01-10,25.3686,25.8571,25.0586,178.02,25.4314,0.8922,0.025,0.914,0.062
2008-01-11,25.1429,25.4071,24.2857,172.69,24.67,0.7506,0.015,0.919,0.066
2008-01-14,25.36,25.6314,25.0243,178.78,25.54,0.0,0.0,0.0,0.0
2008-01-15,25.3886,25.6029,23.5229,169.04,24.1486,0.9738,0.014,0.893,0.093
2008-01-16,23.6043,24.1443,22.3857,159.64,22.8057,0.9399,0.023,0.901,0.076
2008-01-17,23.0729,23.6229,22.6314,160.89,22.9843,0.8458,0.033,0.899,0.068
2008-01-18,23.1014,23.6786,22.8014,161.36,23.0514,0.7359,0.036,0.881,0.083
2008-01-22,21.1514,22.8543,20.8571,155.64,22.2343,0.8101,0.139,0.701,0.16
2008-01-23,19.4557,20.0,18.02,139.07,19.8671,-0.2731,0.112,0.783,0.105
2008-01-24,19.9986,20.1,18.8586,135.6,19.3714,0.9536,0.073,0.785,0.143
2008-01-25,19.8557,19.87,18.5157,130.01,18.5729,0.9451,0.053,0.729,0.218
2008-01-28,18.3086,19.0286,18.0643,130.01,18.5729,0.765,0.033,0.89,0.077
2008-01-29,18.7357,18.97,18.4357,131.54,18.7914,0.5719,0.0,0.909,0.091
2008-01-30,18.7671,19.35,18.5714,132.18,18.8829,0.6124,0.129,0.629,0.243
2008-01-31,18.4929,19.5214,18.4857,135.36,19.3371,0.0,0.0,0.0,0.0
2008-02-01,19.4629,19.5129,18.8829,133.75,19.1071,0.5106,0.045,0.895,0.059
2008-02-04,19.1729,19.4143,18.7743,131.65,18.8071,0.2047,0.045,0.883,0.072
